crime_id,timestamp,date,time,year,month,day_of_week,hour,crime_type,ipc_bns_section,severity_score,district,police_station,location_name,location_type,latitude,longitude,weapon_used,investigation_status
DL-2025-025427,2025-11-05 17:20:48,2025-11-05,17:20,2025,11,Wednesday,17,Assault / Hurt,BNS Sec 115 / 117,3,South East,Okhla Industrial Area,Okhla Phase II & Railway Siding,Industrial Area,28.534715,77.26734,No,Chargesheet Filed
DL-2025-025129,2025-11-05 19:17:33,2025-11-05,19:17,2025,11,Wednesday,19,Pickpocketing / Theft,BNS Sec 303(2),1,South,Saket,Select Citywalk & Press Enclave,Mall & Commercial Strip,28.529205,77.216456,No,Chargesheet Filed
DL-2025-010490,2025-11-06 03:38:00,2025-11-06,03:38,2025,11,Thursday,3,Motor Vehicle Theft,BNS Sec 303(2),2,South West,South West Sector PS,"General Sector Road, South West",Public Park / Open Ground,28.805229,77.322509,No,Under Investigation
DL-2025-025650,2025-11-06 11:02:52,2025-11-06,11:02,2025,11,Thursday,11,Pickpocketing / Theft,BNS Sec 303(2),1,North,Kotwali,Chandni Chowk / Old Delhi Railway Station,Crowded Wholesale Market,28.652027,77.216614,No,Under Investigation
DL-2025-003077,2025-11-06 13:21:29,2025-11-06,13:21,2025,11,Thursday,13,Assault / Hurt,BNS Sec 115 / 117,4,North East,Jafrabad,Jafrabad Main Road / Metro Station,High Density Residential,28.684357,77.267016,Yes,Under Investigation
DL-2025-005981,2025-11-06 13:58:17,2025-11-06,13:58,2025,11,Thursday,13,Pickpocketing / Theft,BNS Sec 303(2),1,South West,Sarojini Nagar,Sarojini Nagar Export Market,Bustling Flea Market,28.575716,77.19447,No,Chargesheet Filed
DL-2025-033270,2025-11-06 14:31:37,2025-11-06,14:31,2025,11,Thursday,14,Burglary,BNS Sec 305 / 331,3,Rohini,Prashant Vihar,Sector 14 / Outer Ring Road Hub,Residential & Highway Arterial,28.710786,77.102025,No,Chargesheet Filed
DL-2025-013340,2025-11-06 16:00:56,2025-11-06,16:00,2025,11,Thursday,16,Pickpocketing / Theft,BNS Sec 303(2),1,West,Rajouri Garden,Main Market & Metro Interchange,Commercial & Nightclub Hub,28.64516,77.112602,No,Convicted
DL-2025-025368,2025-11-06 17:16:43,2025-11-06,17:16,2025,11,Thursday,17,Robbery,BNS Sec 309 / 311,5,North East,North East Sector PS,"General Sector Road, North East",Roadside / Highway,28.519181,77.029995,Yes,Under Investigation
DL-2025-008865,2025-11-06 17:17:51,2025-11-06,17:17,2025,11,Thursday,17,Snatching,BNS Sec 304,3,Central,Paharganj,New Delhi Railway Station / Paharganj Bazaar,Transit Hub / Commercial,28.643015,77.206771,No,Chargesheet Filed
DL-2025-025997,2025-11-06 18:42:35,2025-11-06,18:42,2025,11,Thursday,18,Snatching,BNS Sec 304,3,Rohini,Prashant Vihar,Sector 14 / Outer Ring Road Hub,Residential & Highway Arterial,28.713923,77.122337,No,Chargesheet Filed
DL-2025-011850,2025-11-06 21:22:41,2025-11-06,21:22,2025,11,Thursday,21,Robbery,BNS Sec 309 / 311,4,Dwarka,Dwarka Sector 23,Dwarka Expressway / Sector 21 Terminal,Transit Expressway & Isolated Stretch,28.553095,77.050945,No,Under Investigation
DL-2025-029216,2025-11-06 21:51:40,2025-11-06,21:51,2025,11,Thursday,21,Assault / Hurt,BNS Sec 115 / 117,3,North East,Jafrabad,Jafrabad Main Road / Metro Station,High Density Residential,28.67945,77.275313,No,Under Investigation
DL-2025-019626,2025-11-06 22:43:24,2025-11-06,22:43,2025,11,Thursday,22,Robbery,BNS Sec 309 / 311,5,Outer,Mangolpuri,Mangolpuri Industrial Area / S-Block,Dense Resettlement Colony,28.700212,77.08183,Yes,Under Investigation
DL-2025-033888,2025-11-07 00:58:39,2025-11-07,00:58,2025,11,Friday,0,Motor Vehicle Theft,BNS Sec 303(2),2,North East,North East Sector PS,"General Sector Road, North East",Near Market,28.474126,77.197867,No,Chargesheet Filed
DL-2025-033122,2025-11-07 01:40:43,2025-11-07,01:40,2025,11,Friday,1,Robbery,BNS Sec 309 / 311,4,Shahdara,Anand Vihar,Anand Vihar ISBT & Railway Terminal,Transit Terminal / Border,28.648473,77.319815,No,Chargesheet Filed
DL-2025-015207,2025-11-07 04:54:53,2025-11-07,04:54,2025,11,Friday,4,Motor Vehicle Theft,BNS Sec 303(2),2,West,Rajouri Garden,Main Market & Metro Interchange,Commercial & Nightclub Hub,28.650341,77.122398,No,Under Investigation
DL-2025-007508,2025-11-07 07:06:41,2025-11-07,07:06,2025,11,Friday,7,Snatching,BNS Sec 304,3,South East,Lajpat Nagar,Central Market Lajpat Nagar II,Shopping District,28.564979,77.242205,No,Chargesheet Filed
DL-2025-015624,2025-11-07 10:51:53,2025-11-07,10:51,2025,11,Friday,10,Pickpocketing / Theft,BNS Sec 303(2),1,Central,Paharganj,New Delhi Railway Station / Paharganj Bazaar,Transit Hub / Commercial,28.646686,77.214373,No,Untraced
DL-2025-012845,2025-11-07 13:22:21,2025-11-07,13:22,2025,11,Friday,13,Burglary,BNS Sec 305 / 331,3,South East,South East Sector PS,"General Sector Road, South East",Public Park / Open Ground,28.577166,77.21972,No,Untraced
DL-2025-002959,2025-11-07 14:32:52,2025-11-07,14:32,2025,11,Friday,14,Motor Vehicle Theft,BNS Sec 303(2),2,South,Hauz Khas,Hauz Khas Village / Aurobindo Marg,Nightlife & Commercial Hub,28.550441,77.192134,No,Chargesheet Filed
DL-2025-008614,2025-11-07 16:41:21,2025-11-07,16:41,2025,11,Friday,16,Pickpocketing / Theft,BNS Sec 303(2),1,West,Rajouri Garden,Main Market & Metro Interchange,Commercial & Nightclub Hub,28.655466,77.117969,No,Chargesheet Filed
DL-2025-014006,2025-11-07 19:59:12,2025-11-07,19:59,2025,11,Friday,19,Snatching,BNS Sec 304,3,Dwarka,Uttam Nagar,Uttam Nagar East Metro / Arya Samaj Road,Crowded Arterial Road,28.619118,77.060888,No,Under Investigation
DL-2025-033823,2025-11-07 21:30:38,2025-11-07,21:30,2025,11,Friday,21,Snatching,BNS Sec 304,3,North East,Jafrabad,Jafrabad Main Road / Metro Station,High Density Residential,28.690446,77.270241,No,Untraced
DL-2025-025706,2025-11-07 22:06:33,2025-11-07,22:06,2025,11,Friday,22,Snatching,BNS Sec 304,3,North,Kashmere Gate,ISBT Kashmere Gate & Metro Junction,Interstate Transit Hub,28.674882,77.220984,No,Untraced
DL-2025-012616,2025-11-07 22:23:37,2025-11-07,22:23,2025,11,Friday,22,Robbery,BNS Sec 309 / 311,5,Rohini,Prashant Vihar,Sector 14 / Outer Ring Road Hub,Residential & Highway Arterial,28.721458,77.10884,Yes,Under Investigation
DL-2025-024124,2025-11-08 01:16:14,2025-11-08,01:16,2025,11,Saturday,1,Assault / Brawl,BNS Sec 194 / 115,2,West,Rajouri Garden,Main Market & Metro Interchange,Commercial & Nightclub Hub,28.649249,77.12077,No,Under Investigation
DL-2025-012243,2025-11-08 04:37:45,2025-11-08,04:37,2025,11,Saturday,4,Motor Vehicle Theft,BNS Sec 303(2),2,South,Hauz Khas,Hauz Khas Village / Aurobindo Marg,Nightlife & Commercial Hub,28.539984,77.192221,No,Chargesheet Filed
DL-2025-020499,2025-11-08 06:05:40,2025-11-08,06:05,2025,11,Saturday,6,Snatching,BNS Sec 304,3,Dwarka,Uttam Nagar,Uttam Nagar East Metro / Arya Samaj Road,Crowded Arterial Road,28.626422,77.059952,Yes,Cancelled / False FIR
DL-2025-003635,2025-11-08 08:50:20,2025-11-08,08:50,2025,11,Saturday,8,Pickpocketing / Theft,BNS Sec 303(2),1,South West,Sarojini Nagar,Sarojini Nagar Export Market,Bustling Flea Market,28.570796,77.207144,No,Chargesheet Filed
DL-2025-032394,2025-11-08 12:33:56,2025-11-08,12:33,2025,11,Saturday,12,Pickpocketing / Theft,BNS Sec 303(2),1,South,Saket,Select Citywalk & Press Enclave,Mall & Commercial Strip,28.52631,77.212697,No,Chargesheet Filed
DL-2025-003706,2025-11-08 15:12:05,2025-11-08,15:12,2025,11,Saturday,15,Pickpocketing / Theft,BNS Sec 303(2),1,South East,Lajpat Nagar,Central Market Lajpat Nagar II,Shopping District,28.571097,77.236088,No,Untraced
DL-2025-015307,2025-11-08 15:27:26,2025-11-08,15:27,2025,11,Saturday,15,NDPS / Drug Offence,NDPS Act Sec 20 / 22,4,North East,Seelampur,Seelampur Market & Flyover Underpass,Dense Residential & Market,28.670596,77.279166,No,Chargesheet Filed
DL-2025-015505,2025-11-08 16:21:25,2025-11-08,16:21,2025,11,Saturday,16,Burglary,BNS Sec 305 / 331,3,Outer North,Narela,Narela Industrial Area / DSIDC Complex,Industrial & Border Outpost,28.841846,77.084381,No,Chargesheet Filed
DL-2025-014470,2025-11-08 16:59:35,2025-11-08,16:59,2025,11,Saturday,16,Pickpocketing / Theft,BNS Sec 303(2),1,New Delhi,Connaught Place,Inner / Outer Circle & Rajiv Chowk,Commercial & Transit Center,28.631303,77.218931,No,Untraced
DL-2025-026303,2025-11-08 18:37:57,2025-11-08,18:37,2025,11,Saturday,18,Eve Teasing / Harassment,BNS Sec 74 / 79,3,New Delhi,Connaught Place,Inner / Outer Circle & Rajiv Chowk,Commercial & Transit Center,28.629185,77.221728,No,Under Investigation
DL-2025-006888,2025-11-08 19:53:05,2025-11-08,19:53,2025,11,Saturday,19,Assault / Hurt,BNS Sec 115 / 117,3,North East,Jafrabad,Jafrabad Main Road / Metro Station,High Density Residential,28.687323,77.268311,No,Under Investigation
DL-2025-032098,2025-11-08 20:06:05,2025-11-08,20:06,2025,11,Saturday,20,Pickpocketing / Theft,BNS Sec 303(2),1,South West,Sarojini Nagar,Sarojini Nagar Export Market,Bustling Flea Market,28.582303,77.193525,No,Chargesheet Filed
DL-2025-028196,2025-11-08 20:10:08,2025-11-08,20:10,2025,11,Saturday,20,Snatching,BNS Sec 304,3,East,Ghazipur,Ghazipur Mandi / Delhi-UP Border,Interstate Border / Wholesale Mandi,28.62223,77.325547,No,Untraced
DL-2025-028359,2025-11-09 01:11:03,2025-11-09,01:11,2025,11,Sunday,1,Burglary,BNS Sec 305 / 331,3,Outer North,Bawana,Bawana Industrial Area Sector 1-5,Industrial Complex,28.797025,77.042898,No,Untraced
DL-2025-018434,2025-11-09 01:31:50,2025-11-09,01:31,2025,11,Sunday,1,Robbery,BNS Sec 309 / 311,4,Outer North,Bawana,Bawana Industrial Area Sector 1-5,Industrial Complex,28.78884,77.033119,No,Cancelled / False FIR
DL-2025-031312,2025-11-09 02:11:47,2025-11-09,02:11,2025,11,Sunday,2,NDPS / Drug Offence,NDPS Act Sec 20 / 22,4,South,Hauz Khas,Hauz Khas Village / Aurobindo Marg,Nightlife & Commercial Hub,28.55165,77.197131,No,Chargesheet Filed
DL-2025-030955,2025-11-09 03:25:35,2025-11-09,03:25,2025,11,Sunday,3,Motor Vehicle Theft,BNS Sec 303(2),2,Outer,Mangolpuri,Mangolpuri Industrial Area / S-Block,Dense Resettlement Colony,28.699146,77.078217,No,Chargesheet Filed
DL-2025-015541,2025-11-09 04:42:46,2025-11-09,04:42,2025,11,Sunday,4,Burglary,BNS Sec 305 / 331,3,South East,Okhla Industrial Area,Okhla Phase II & Railway Siding,Industrial Area,28.528572,77.274481,No,Convicted
DL-2025-028743,2025-11-09 08:51:59,2025-11-09,08:51,2025,11,Sunday,8,Motor Vehicle Theft,BNS Sec 303(2),2,South East,Lajpat Nagar,Central Market Lajpat Nagar II,Shopping District,28.572196,77.231417,No,Untraced
DL-2025-008826,2025-11-09 09:05:00,2025-11-09,09:05,2025,11,Sunday,9,Snatching,BNS Sec 304,3,North East,North East Sector PS,"General Sector Road, North East",Public Park / Open Ground,28.650812,77.000165,Yes,Untraced
DL-2025-031873,2025-11-09 11:16:28,2025-11-09,11:16,2025,11,Sunday,11,Cyber Crime,IT Act Sec 66D / BNS 318,2,West,Janakpuri,Janakpuri District Centre,Commercial Complex,28.629216,77.07543,No,Under Investigation
DL-2025-006489,2025-11-09 12:19:21,2025-11-09,12:19,2025,11,Sunday,12,Snatching,BNS Sec 304,3,New Delhi,Connaught Place,Inner / Outer Circle & Rajiv Chowk,Commercial & Transit Center,28.627412,77.212883,Yes,Chargesheet Filed
DL-2025-034410,2025-11-09 16:53:20,2025-11-09,16:53,2025,11,Sunday,16,Motor Vehicle Theft,BNS Sec 303(2),2,Central,Karol Bagh,Gaffar Market / Ajmal Khan Road,Commercial Market,28.647919,77.190747,No,Chargesheet Filed
DL-2025-020323,2025-11-09 19:35:24,2025-11-09,19:35,2025,11,Sunday,19,Snatching,BNS Sec 304,3,Rohini,Prashant Vihar,Sector 14 / Outer Ring Road Hub,Residential & Highway Arterial,28.72295,77.106569,No,Under Investigation
DL-2025-018807,2025-11-09 20:30:55,2025-11-09,20:30,2025,11,Sunday,20,Motor Vehicle Theft,BNS Sec 303(2),2,South,South Sector PS,"General Sector Road, South",Public Park / Open Ground,28.538412,77.157974,No,Chargesheet Filed
DL-2025-009526,2025-11-09 21:14:05,2025-11-09,21:14,2025,11,Sunday,21,Snatching,BNS Sec 304,3,Rohini,Prashant Vihar,Sector 14 / Outer Ring Road Hub,Residential & Highway Arterial,28.70698,77.110789,No,Under Investigation
DL-2025-001703,2025-11-10 02:37:43,2025-11-10,02:37,2025,11,Monday,2,Burglary,BNS Sec 305 / 331,3,South East,Okhla Industrial Area,Okhla Phase II & Railway Siding,Industrial Area,28.522815,77.263493,No,Under Investigation
DL-2025-031707,2025-11-10 06:05:11,2025-11-10,06:05,2025,11,Monday,6,Pickpocketing / Theft,BNS Sec 303(2),1,North,Kashmere Gate,ISBT Kashmere Gate & Metro Junction,Interstate Transit Hub,28.660492,77.225488,No,Under Investigation
DL-2025-023127,2025-11-10 06:30:42,2025-11-10,06:30,2025,11,Monday,6,Motor Vehicle Theft,BNS Sec 303(2),2,Dwarka,Dwarka Sector 23,Dwarka Expressway / Sector 21 Terminal,Transit Expressway & Isolated Stretch,28.564769,77.062705,No,Chargesheet Filed
DL-2025-002642,2025-11-10 09:49:25,2025-11-10,09:49,2025,11,Monday,9,Snatching,BNS Sec 304,3,West,Rajouri Garden,Main Market & Metro Interchange,Commercial & Nightclub Hub,28.649988,77.122142,No,Chargesheet Filed
DL-2025-025861,2025-11-10 12:02:33,2025-11-10,12:02,2025,11,Monday,12,Pickpocketing / Theft,BNS Sec 303(2),1,New Delhi,Connaught Place,Inner / Outer Circle & Rajiv Chowk,Commercial & Transit Center,28.634692,77.216196,No,Under Investigation
DL-2025-018523,2025-11-10 12:45:56,2025-11-10,12:45,2025,11,Monday,12,Burglary,BNS Sec 305 / 331,3,Rohini,Prashant Vihar,Sector 14 / Outer Ring Road Hub,Residential & Highway Arterial,28.714571,77.111537,No,Chargesheet Filed
DL-2025-034196,2025-11-10 12:53:39,2025-11-10,12:53,2025,11,Monday,12,Burglary,BNS Sec 305 / 331,3,North,Kotwali,Chandni Chowk / Old Delhi Railway Station,Crowded Wholesale Market,28.648105,77.232595,No,Chargesheet Filed
DL-2025-001892,2025-11-10 13:23:35,2025-11-10,13:23,2025,11,Monday,13,Pickpocketing / Theft,BNS Sec 303(2),1,Central,Karol Bagh,Gaffar Market / Ajmal Khan Road,Commercial Market,28.650656,77.17959,No,Chargesheet Filed
DL-2025-010835,2025-11-10 13:55:09,2025-11-10,13:55,2025,11,Monday,13,Burglary,BNS Sec 305 / 331,3,South,South Sector PS,"General Sector Road, South",Residential Colony,28.467408,77.314731,No,Chargesheet Filed
DL-2025-008011,2025-11-10 14:27:33,2025-11-10,14:27,2025,11,Monday,14,Robbery,BNS Sec 309 / 311,5,North East,North East Sector PS,"General Sector Road, North East",Residential Colony,28.716505,77.196703,Yes,Chargesheet Filed
DL-2025-020101,2025-11-10 15:23:16,2025-11-10,15:23,2025,11,Monday,15,Motor Vehicle Theft,BNS Sec 303(2),2,Rohini,Prashant Vihar,Sector 14 / Outer Ring Road Hub,Residential & Highway Arterial,28.719191,77.104265,No,Cancelled / False FIR
DL-2025-001573,2025-11-10 18:27:17,2025-11-10,18:27,2025,11,Monday,18,Motor Vehicle Theft,BNS Sec 303(2),2,Shahdara,Anand Vihar,Anand Vihar ISBT & Railway Terminal,Transit Terminal / Border,28.654756,77.31729,No,Chargesheet Filed
DL-2025-020249,2025-11-10 19:48:28,2025-11-10,19:48,2025,11,Monday,19,Snatching,BNS Sec 304,3,North East,Jafrabad,Jafrabad Main Road / Metro Station,High Density Residential,28.681107,77.270644,No,Under Investigation
DL-2025-004516,2025-11-10 20:10:29,2025-11-10,20:10,2025,11,Monday,20,Motor Vehicle Theft,BNS Sec 303(2),2,Dwarka,Uttam Nagar,Uttam Nagar East Metro / Arya Samaj Road,Crowded Arterial Road,28.617061,77.066556,No,Under Investigation
DL-2025-033679,2025-11-10 20:25:51,2025-11-10,20:25,2025,11,Monday,20,Pickpocketing / Theft,BNS Sec 303(2),1,North,Kotwali,Chandni Chowk / Old Delhi Railway Station,Crowded Wholesale Market,28.651268,77.227448,No,Under Investigation
DL-2025-032265,2025-11-11 00:07:13,2025-11-11,00:07,2025,11,Tuesday,0,Motor Vehicle Theft,BNS Sec 303(2),2,New Delhi,New Delhi Sector PS,"General Sector Road, New Delhi",Public Park / Open Ground,28.511998,76.988717,No,Chargesheet Filed
DL-2025-034183,2025-11-11 11:26:18,2025-11-11,11:26,2025,11,Tuesday,11,Assault / Hurt,BNS Sec 115 / 117,3,Outer North,Bawana,Bawana Industrial Area Sector 1-5,Industrial Complex,28.790956,77.041536,No,Under Investigation
DL-2025-001212,2025-11-11 14:07:52,2025-11-11,14:07,2025,11,Tuesday,14,Burglary,BNS Sec 305 / 331,3,South East,Okhla Industrial Area,Okhla Phase II & Railway Siding,Industrial Area,28.524327,77.280008,No,Untraced
DL-2025-025767,2025-11-11 15:17:14,2025-11-11,15:17,2025,11,Tuesday,15,Motor Vehicle Theft,BNS Sec 303(2),2,Dwarka,Uttam Nagar,Uttam Nagar East Metro / Arya Samaj Road,Crowded Arterial Road,28.625738,77.058943,No,Chargesheet Filed
DL-2025-012089,2025-11-11 16:05:12,2025-11-11,16:05,2025,11,Tuesday,16,Motor Vehicle Theft,BNS Sec 303(2),2,West,Rajouri Garden,Main Market & Metro Interchange,Commercial & Nightclub Hub,28.644684,77.114625,No,Under Investigation
DL-2025-011899,2025-11-11 19:40:09,2025-11-11,19:40,2025,11,Tuesday,19,Assault / Hurt,BNS Sec 115 / 117,4,Outer,Mangolpuri,Mangolpuri Industrial Area / S-Block,Dense Resettlement Colony,28.706996,77.074116,Yes,Chargesheet Filed
DL-2025-017354,2025-11-11 21:33:56,2025-11-11,21:33,2025,11,Tuesday,21,Assault / Hurt,BNS Sec 115 / 117,4,North East,Jafrabad,Jafrabad Main Road / Metro Station,High Density Residential,28.684041,77.273372,Yes,Under Investigation
DL-2025-004208,2025-11-11 22:07:39,2025-11-11,22:07,2025,11,Tuesday,22,Assault / Hurt,BNS Sec 115 / 117,3,North East,Jafrabad,Jafrabad Main Road / Metro Station,High Density Residential,28.687481,77.266844,No,Untraced
DL-2025-021058,2025-11-12 12:34:26,2025-11-12,12:34,2025,11,Wednesday,12,Snatching,BNS Sec 304,3,North East,Jafrabad,Jafrabad Main Road / Metro Station,High Density Residential,28.684152,77.270368,No,Under Investigation
DL-2025-020329,2025-11-12 14:57:57,2025-11-12,14:57,2025,11,Wednesday,14,Pickpocketing / Theft,BNS Sec 303(2),1,East,Ghazipur,Ghazipur Mandi / Delhi-UP Border,Interstate Border / Wholesale Mandi,28.61879,77.323423,No,Under Investigation
DL-2025-023500,2025-11-12 16:19:57,2025-11-12,16:19,2025,11,Wednesday,16,Snatching,BNS Sec 304,3,North East,North East Sector PS,"General Sector Road, North East",Public Park / Open Ground,28.768127,77.144674,No,Under Investigation
DL-2025-023845,2025-11-12 18:15:02,2025-11-12,18:15,2025,11,Wednesday,18,Snatching,BNS Sec 304,3,North,Kashmere Gate,ISBT Kashmere Gate & Metro Junction,Interstate Transit Hub,28.659865,77.224584,No,Chargesheet Filed
DL-2025-031812,2025-11-12 18:39:52,2025-11-12,18:39,2025,11,Wednesday,18,Snatching,BNS Sec 304,3,South East,Lajpat Nagar,Central Market Lajpat Nagar II,Shopping District,28.568738,77.247563,No,Under Investigation
DL-2025-018755,2025-11-12 18:43:02,2025-11-12,18:43,2025,11,Wednesday,18,Snatching,BNS Sec 304,3,Shahdara,Anand Vihar,Anand Vihar ISBT & Railway Terminal,Transit Terminal / Border,28.645985,77.316087,Yes,Under Investigation
DL-2025-022385,2025-11-12 20:24:43,2025-11-12,20:24,2025,11,Wednesday,20,NDPS / Drug Offence,NDPS Act Sec 20 / 22,4,Outer,Mangolpuri,Mangolpuri Industrial Area / S-Block,Dense Resettlement Colony,28.696366,77.091981,No,Under Investigation
DL-2025-023109,2025-11-12 20:24:51,2025-11-12,20:24,2025,11,Wednesday,20,Motor Vehicle Theft,BNS Sec 303(2),2,New Delhi,Connaught Place,Inner / Outer Circle & Rajiv Chowk,Commercial & Transit Center,28.625072,77.214924,No,Under Investigation
DL-2025-007299,2025-11-12 20:25:43,2025-11-12,20:25,2025,11,Wednesday,20,Motor Vehicle Theft,BNS Sec 303(2),2,Outer North,Narela,Narela Industrial Area / DSIDC Complex,Industrial & Border Outpost,28.856795,77.095023,No,Convicted
DL-2025-022927,2025-11-12 21:51:01,2025-11-12,21:51,2025,11,Wednesday,21,Assault / Brawl,BNS Sec 194 / 115,2,South,Hauz Khas,Hauz Khas Village / Aurobindo Marg,Nightlife & Commercial Hub,28.542073,77.193274,No,Under Investigation
DL-2025-030256,2025-11-12 22:56:16,2025-11-12,22:56,2025,11,Wednesday,22,Snatching,BNS Sec 304,3,Shahdara,Anand Vihar,Anand Vihar ISBT & Railway Terminal,Transit Terminal / Border,28.64855,77.311304,Yes,Chargesheet Filed
DL-2025-030456,2025-11-12 23:49:48,2025-11-12,23:49,2025,11,Wednesday,23,Motor Vehicle Theft,BNS Sec 303(2),2,North,Kotwali,Chandni Chowk / Old Delhi Railway Station,Crowded Wholesale Market,28.649117,77.233754,No,Under Investigation
DL-2025-033416,2025-11-13 00:44:10,2025-11-13,00:44,2025,11,Thursday,0,Snatching,BNS Sec 304,3,Shahdara,Anand Vihar,Anand Vihar ISBT & Railway Terminal,Transit Terminal / Border,28.649419,77.309949,Yes,Chargesheet Filed
DL-2025-007748,2025-11-13 02:08:38,2025-11-13,02:08,2025,11,Thursday,2,Burglary,BNS Sec 305 / 331,3,South East,Okhla Industrial Area,Okhla Phase II & Railway Siding,Industrial Area,28.524752,77.279828,No,Chargesheet Filed
DL-2025-032638,2025-11-13 11:47:52,2025-11-13,11:47,2025,11,Thursday,11,Snatching,BNS Sec 304,3,Dwarka,Dwarka Sector PS,"General Sector Road, Dwarka",Roadside / Highway,28.528608,77.089619,No,Chargesheet Filed
DL-2025-019555,2025-11-13 12:14:00,2025-11-13,12:14,2025,11,Thursday,12,Assault / Hurt,BNS Sec 115 / 117,4,North East,Seelampur,Seelampur Market & Flyover Underpass,Dense Residential & Market,28.675097,77.283092,Yes,Under Investigation
DL-2025-016719,2025-11-13 16:42:50,2025-11-13,16:42,2025,11,Thursday,16,Snatching,BNS Sec 304,3,South East,South East Sector PS,"General Sector Road, South East",Roadside / Highway,28.814963,77.198453,No,Under Investigation
DL-2025-014381,2025-11-13 17:01:31,2025-11-13,17:01,2025,11,Thursday,17,Snatching,BNS Sec 304,3,South East,South East Sector PS,"General Sector Road, South East",Roadside / Highway,28.605962,76.921221,No,Under Investigation
DL-2025-021676,2025-11-13 21:29:13,2025-11-13,21:29,2025,11,Thursday,21,NDPS / Drug Offence,NDPS Act Sec 20 / 22,4,Central,Paharganj,New Delhi Railway Station / Paharganj Bazaar,Transit Hub / Commercial,28.648748,77.208352,No,Under Investigation
DL-2025-004949,2025-11-13 21:46:07,2025-11-13,21:46,2025,11,Thursday,21,Snatching,BNS Sec 304,3,North East,North East Sector PS,"General Sector Road, North East",Near Market,28.781145,77.04153,Yes,Under Investigation
DL-2025-029584,2025-11-13 22:10:07,2025-11-13,22:10,2025,11,Thursday,22,Pickpocketing / Theft,BNS Sec 303(2),1,Dwarka,Dwarka Sector PS,"General Sector Road, Dwarka",Roadside / Highway,28.829211,76.92112,No,Untraced
DL-2025-019852,2025-11-14 00:07:42,2025-11-14,00:07,2025,11,Friday,0,Motor Vehicle Theft,BNS Sec 303(2),2,West,Rajouri Garden,Main Market & Metro Interchange,Commercial & Nightclub Hub,28.647458,77.122592,No,Under Investigation
DL-2025-031311,2025-11-14 04:41:06,2025-11-14,04:41,2025,11,Friday,4,Motor Vehicle Theft,BNS Sec 303(2),2,North East,Jafrabad,Jafrabad Main Road / Metro Station,High Density Residential,28.681581,77.270425,No,Untraced
DL-2025-025551,2025-11-14 11:47:25,2025-11-14,11:47,2025,11,Friday,11,Burglary,BNS Sec 305 / 331,3,Dwarka,Dwarka Sector 23,Dwarka Expressway / Sector 21 Terminal,Transit Expressway & Isolated Stretch,28.553479,77.058109,No,Chargesheet Filed
DL-2025-004047,2025-11-14 14:38:48,2025-11-14,14:38,2025,11,Friday,14,Motor Vehicle Theft,BNS Sec 303(2),2,Dwarka,Dwarka Sector 23,Dwarka Expressway / Sector 21 Terminal,Transit Expressway & Isolated Stretch,28.546405,77.056876,No,Under Investigation
DL-2025-015998,2025-11-14 15:09:01,2025-11-14,15:09,2025,11,Friday,15,Motor Vehicle Theft,BNS Sec 303(2),2,South East,Lajpat Nagar,Central Market Lajpat Nagar II,Shopping District,28.564237,77.241211,No,Under Investigation
DL-2025-026384,2025-11-14 15:22:31,2025-11-14,15:22,2025,11,Friday,15,Pickpocketing / Theft,BNS Sec 303(2),1,North,Kotwali,Chandni Chowk / Old Delhi Railway Station,Crowded Wholesale Market,28.665376,77.228764,No,Under Investigation
DL-2025-033890,2025-11-14 15:54:18,2025-11-14,15:54,2025,11,Friday,15,Burglary,BNS Sec 305 / 331,3,South East,Okhla Industrial Area,Okhla Phase II & Railway Siding,Industrial Area,28.53235,77.279457,No,Chargesheet Filed
DL-2025-013543,2025-11-14 17:06:15,2025-11-14,17:06,2025,11,Friday,17,Motor Vehicle Theft,BNS Sec 303(2),2,South,Saket,Select Citywalk & Press Enclave,Mall & Commercial Strip,28.529847,77.222972,No,Under Investigation
DL-2025-029177,2025-11-14 20:07:51,2025-11-14,20:07,2025,11,Friday,20,Robbery,BNS Sec 309 / 311,4,Outer North,Bawana,Bawana Industrial Area Sector 1-5,Industrial Complex,28.797218,77.033194,No,Under Investigation
DL-2025-024816,2025-11-14 20:17:20,2025-11-14,20:17,2025,11,Friday,20,Robbery,BNS Sec 309 / 311,4,Dwarka,Dwarka Sector 23,Dwarka Expressway / Sector 21 Terminal,Transit Expressway & Isolated Stretch,28.545866,77.05671,No,Chargesheet Filed
DL-2025-011709,2025-11-14 21:49:33,2025-11-14,21:49,2025,11,Friday,21,Motor Vehicle Theft,BNS Sec 303(2),2,South East,South East Sector PS,"General Sector Road, South East",Near Market,28.578848,77.118142,No,Under Investigation
DL-2025-023552,2025-11-15 00:30:58,2025-11-15,00:30,2025,11,Saturday,0,Assault / Brawl,BNS Sec 194 / 115,2,West,Rajouri Garden,Main Market & Metro Interchange,Commercial & Nightclub Hub,28.644046,77.109595,No,Chargesheet Filed
DL-2025-022054,2025-11-15 01:15:02,2025-11-15,01:15,2025,11,Saturday,1,Motor Vehicle Theft,BNS Sec 303(2),2,Rohini,Prashant Vihar,Sector 14 / Outer Ring Road Hub,Residential & Highway Arterial,28.715074,77.110635,No,Chargesheet Filed
